index,CT_original_glrlm_GrayLevelNonUniformityNormalized,CT_log-sigma-1-0-mm-3D_firstorder_90Percentile,CT_log-sigma-1-0-mm-3D_glcm_MaximumProbability,CT_log-sigma-1-0-mm-3D_gldm_DependenceEntropy,CT_log-sigma-2-0-mm-3D_firstorder_Skewness,CT_log-sigma-2-0-mm-3D_glcm_Imc1,CT_log-sigma-4-0-mm-3D_firstorder_Kurtosis,CT_log-sigma-5-0-mm-3D_glcm_Autocorrelation,CT_log-sigma-5-0-mm-3D_glszm_SmallAreaEmphasis,CT_wavelet-LLH_glcm_Correlation,CT_wavelet-LLH_glcm_MaximumProbability,CT_wavelet-LLH_glszm_LargeAreaHighGrayLevelEmphasis,CT_wavelet-LHL_firstorder_Median,CT_wavelet-LHL_firstorder_Skewness,CT_wavelet-LHH_glcm_Imc2,CT_wavelet-LHH_glrlm_LongRunEmphasis,CT_wavelet-LHH_glszm_SizeZoneNonUniformity,CT_wavelet-LHH_glszm_SizeZoneNonUniformityNormalized,CT_wavelet-HLL_firstorder_Skewness,CT_wavelet-HLH_glszm_SmallAreaLowGrayLevelEmphasis,CT_wavelet-HHL_firstorder_Skewness,CT_wavelet-HHL_glcm_Imc2,CT_wavelet-HHL_glszm_ZoneEntropy,CT_wavelet-HHH_firstorder_Kurtosis,CT_wavelet-HHH_glcm_Imc2,CT_wavelet-HHH_glrlm_ShortRunHighGrayLevelEmphasis,CT_wavelet-HHH_glszm_SizeZoneNonUniformity,CT_wavelet-HHH_glszm_SmallAreaHighGrayLevelEmphasis,CT_wavelet-LLL_glrlm_RunEntropy
HN-CHUM-001,-0.4148765031318693,-0.3114262442950378,-0.1652576432900908,-0.5387434202554982,1.0238322020596304,0.4774910212442727,0.6085617350459805,-1.3416591763141936,-1.0263916699680131,-0.2219536037272309,0.0637983953767431,-0.2918845317555653,0.3347449133575738,0.501632405286356,0.655639885919338,0.2919019103330183,-0.5352930737210894,0.3816895117942261,0.335071435227619,-0.7978523169641047,-0.2682454126369534,0.4045248929573867,-1.4182768164493955,-0.5980932680507081,1.359587059896335,-0.1952226169813102,0.5550451486393484,1.7344091424597805,0.5225744278184461
HN-CHUM-002,-0.6712609843536682,-0.3024186572327257,0.1259325497675628,0.7484170069929862,0.101365306818315,-1.0529087542616842,-0.7786676122532988,0.9201374396388904,1.5999135677457808,-0.6534039970940133,-0.4706394599692431,-0.1703308328996556,-0.0050362905098975,-0.1058427319590831,0.4550165311828833,0.7590466010677563,2.021546432839515,-0.1702072760909837,0.2108414237425219,0.1787075482297098,0.1768060358504578,1.5432826818401708,0.1258500509568267,-0.1138805637510507,0.1661200276009161,-0.2665088063359712,3.215741927445181,0.5947907506874162,0.4549138416543686
HN-CHUM-003,-0.0574946465998494,0.1292653744944207,0.5172820554306966,-0.960279926472072,0.4212189296646742,0.709779692909656,-0.5349582313005422,0.1711710850993918,1.558945199493305,-0.1767530095276099,0.6752480834140977,-0.3807605017004756,0.3170742381517361,0.2815104268438954,1.684685866127963,1.674827583755535,2.247601771187792,1.5494042677734396,0.4243961015963193,0.3828546551859375,-0.6390666157130609,3.75137810968356,-0.1906182302073434,-0.5793862516249842,1.431766100809828,-0.6978761447093185,3.847031856742568,0.5195793823266327,-0.6355501038122904
HN-CHUM-005,0.863444157305844,-0.3413776804376441,4.299274896063343,-2.263141322900576,0.4417799798762814,3.00929644919578,-0.9969839536363152,-1.017916271795431,-1.9117848261439443,-1.0504678841713062,2.9124233861789146,-0.4341028547462124,-0.6382834431570871,0.275299802236633,0.2618559412806789,-0.5463063275578083,0.4280699931284901,0.4917631093779795,0.6633576803351097,0.9424991186328674,-0.4746226105097609,2.033134243152789,0.1248400109114275,-0.6760350434001667,0.4389565758805293,0.3568167583050449,2.011547264623576,0.5475961433745229,-1.966577306596081
HN-CHUM-006,-0.4549809552258241,-0.3853650192029282,1.1602476893736584,-0.2650382950615687,0.9493641122528814,0.2376192511067372,0.5088652640950602,0.1177301352512462,0.911813237155353,-0.8626403067246742,0.0684770039388602,-0.1065692938470153,0.119804433951368,0.4309392600579935,0.2374245695125747,0.542146456294255,-0.7328171557729816,-0.507935161214769,-0.8932059528556052,-0.7512132904681784,1.0493972944243757,1.8770345266544064,-0.6288717465105212,0.3788749004562783,0.3179876809774858,-0.6125650244558454,0.827422512848997,0.1012748356981743,0.8087283311584779
HN-CHUM-007,-0.4581425207474685,0.2120009891565231,0.1170400388627289,0.3945479485860371,0.9251770554711004,-0.3029257159820633,0.5374228449583913,0.2009677861976042,0.7667908393436562,-1.2351241103150767,-0.8057276874821635,0.3397088719766104,-0.0164110350151122,0.9672423261107562,-1.1442765373204895,-0.525113631738617,-0.8249950607305313,0.0732862918177747,-0.5597665750697303,-1.8313738118626783,0.0440143884658334,-0.6209197154498625,-0.2373860642465739,-0.1693366216526455,-1.3842130426259072,0.0025325359897444,-0.4771217052077418,-1.1101660347828866,0.5217893136685139
HN-CHUM-008,-0.4823124317091173,0.0819983992990943,0.0762983373247773,0.1237902426545451,1.1145961872083847,0.0140462927454115,0.3713536469719733,-0.693209891935744,0.3785962792551057,-0.7688124321422056,-0.6157709253530173,0.4958933643307495,0.0735300316393701,0.3271468974731137,-0.7997100179267232,-0.3332567975867334,-0.0329478773915857,-1.0347133740847505,0.7967158283078161,-0.1469129727939655,0.019732584270695,-1.269374292694647,0.134351780868352,0.2618750876994178,-1.301588268770355,0.0358461769840926,-0.0757234842672067,0.4838351008735653,0.4049861989397845
HN-CHUM-009,-0.0737903032158169,0.3135718417158994,0.2428428828353114,-1.0734877672953675,0.4170352520392008,1.249594981556695,-1.1146737462212244,-0.745273842374235,-2.0831234038004465,-1.0727862563296844,0.2079965971485725,-0.3486294623350986,0.1987204435642848,0.4475987311150907,-1.4600360428671957,-0.2473631147565441,-0.8249950607305313,0.0732862918177747,0.9490006860798296,0.1317576976243606,-2.376676910908372,-0.7614194854358161,-1.9667356493268244,-0.3602303619814433,-0.6429903823517619,0.0052738185540533,-0.4771217052077418,-1.1101660092950236,-0.8369000807848364
HN-CHUM-010,1.0361258067619312,-0.4230225031254343,-0.3040759000080251,0.0051032240719792,1.168222402405804,0.1439995399426311,0.5531163812701692,0.2868749905981503,0.2793107892578543,-1.1619270806213011,-0.8481380869761884,0.0692275686463714,0.2508197272589347,0.4065898238900328,-1.4526253830946143,-0.8989605760958109,-0.0875718210701336,0.0732862918177747,0.3127086250720734,0.050690949571474,-0.909936872599982,-0.6920483298853932,0.1283926821915317,1.7170070455960609,-0.9798152311084536,0.2144833228944157,-0.4771217052077418,-1.1101658795724227,0.4472956003197643
HN-CHUM-011,0.7749602128355153,-0.5252983369179013,0.0878081977655454,-0.3991708844068226,0.4167570789750364,-0.1837999595329915,-0.3362789122581005,0.1326477463857092,0.7809114629343789,-1.3036443677886973,-0.94851558578619,0.1950311802171578,0.187957073645954,-0.0633884162130408,-1.7216847980578172,-0.6383735842903955,0.0528897483889896,0.410684686321926,-0.4659713097957367,-0.7623040212350062,-0.1645827550310665,-1.2050279733184557,0.0301979877827891,0.3127762642275524,-1.3499243756716837,-0.0117298368231087,-0.4771217052077418,-1.1101660432059988,0.4143889029332089
