,T2_INTENSITY_Mean_ET_T2,T2_INTENSITY_STD_ET_T2,T2_INTENSITY_Mean_NET_T2,T2_INTENSITY_STD_NET_T2,T2_INTENSITY_Mean_ED_T2,T2_INTENSITY_STD_ED_T2,T2_HISTO_ET_T2_Bin1,T2_HISTO_ET_T2_Bin2,T2_HISTO_ET_T2_Bin3,T2_HISTO_ET_T2_Bin4,T2_HISTO_ET_T2_Bin5,T2_HISTO_ET_T2_Bin6,T2_HISTO_ET_T2_Bin7,T2_HISTO_ET_T2_Bin8,T2_HISTO_ET_T2_Bin9,T2_HISTO_ET_T2_Bin10,T2_HISTO_ED_T2_Bin1,T2_HISTO_ED_T2_Bin2,T2_HISTO_ED_T2_Bin3,T2_HISTO_ED_T2_Bin4,T2_HISTO_ED_T2_Bin5,T2_HISTO_ED_T2_Bin6,T2_HISTO_ED_T2_Bin7,T2_HISTO_ED_T2_Bin8,T2_HISTO_ED_T2_Bin9,T2_HISTO_ED_T2_Bin10,T2_HISTO_NET_T2_Bin1,T2_HISTO_NET_T2_Bin2,T2_HISTO_NET_T2_Bin4,T2_HISTO_NET_T2_Bin5,T2_HISTO_NET_T2_Bin6,T2_HISTO_NET_T2_Bin7,T2_HISTO_NET_T2_Bin8,T2_HISTO_NET_T2_Bin9,T2_HISTO_NET_T2_Bin10,T2_TEXTURE_GLOBAL_ET_T2_Variance,T2_TEXTURE_GLOBAL_ED_T2_Variance,T2_TEXTURE_GLOBAL_NET_T2_Variance,T2_TEXTURE_GLOBAL_NET_T2_Skewness,T2_TEXTURE_GLCM_ET_T2_Contrast,T2_TEXTURE_GLCM_ET_T2_Entropy,T2_TEXTURE_GLCM_ET_T2_AutoCorrelation,T2_TEXTURE_GLCM_ED_T2_Contrast,T2_TEXTURE_GLCM_ED_T2_Entropy,T2_TEXTURE_GLCM_ED_T2_AutoCorrelation,T2_TEXTURE_GLCM_NET_T2_Contrast,T2_TEXTURE_GLCM_NET_T2_Entropy,T2_TEXTURE_GLCM_NET_T2_AutoCorrelation,T2_TEXTURE_GLRLM_ET_T2_LRHGE,T2_TEXTURE_GLRLM_ED_T2_LRHGE,T2_TEXTURE_GLRLM_NET_T2_LRE,T2_TEXTURE_GLRLM_NET_T2_LRHGE,T2_TEXTURE_GLSZM_ET_T2_LZE,T2_TEXTURE_GLSZM_ET_T2_LZLGE,T2_TEXTURE_GLSZM_ED_T2_LZE,T2_TEXTURE_GLSZM_ED_T2_LZLGE,T2_TEXTURE_GLSZM_NET_T2_LZE,T2_TEXTURE_GLSZM_NET_T2_ZP,T2_TEXTURE_GLSZM_NET_T2_LZHGE,T2_TEXTURE_NGTDM_ET_T2_Busyness,T2_TEXTURE_NGTDM_ET_T2_Strength,T2_TEXTURE_NGTDM_ED_T2_Busyness,T2_TEXTURE_NGTDM_ED_T2_Strength,T2_TEXTURE_NGTDM_NET_T2_Busyness,T2_TEXTURE_NGTDM_NET_T2_Strength,T2_VOLUME_ET,T2_VOLUME_NET,T2_VOLUME_ED,T2_VOLUME_TC,T2_VOLUME_WT,T2_VOLUME_BRAIN,T2_VOLUME_ET_OVER_NET,T2_VOLUME_ET_OVER_ED,T2_VOLUME_NET_OVER_ED,T2_VOLUME_ET_over_TC,T2_VOLUME_ED_over_TC,T2_VOLUME_ED_OVER_WT,T2_DIST_Vent_TC,T2_DIST_Vent_ED,T2_SPATIAL_Frontal,T2_SPATIAL_Temporal,T2_SPATIAL_Parietal,T2_SPATIAL_Basal_G,T2_SPATIAL_Insula,T2_SPATIAL_CC_Fornix,T2_SPATIAL_Occipital,T2_SPATIAL_Brain_stem,T2_ECCENTRICITY_NET,T2_SOLIDITY_ET,T2_SOLIDITY_ED,T2_SOLIDITY_NET,T2_TGM_p1,T2_TGM_T_1
TCGA.02.0006.01,0.4804527817295979,1.7817712481663859,-0.13283838927277583,0.5884150288535788,-0.615147180692514,-0.6838412337140313,2.8218560970486184,5.160891814935087,2.458408584217789,-0.1070866349561731,-1.2282118351265572,-1.59132323848461,-1.1565806339232136,-0.47072281233975805,0.03910347522978591,1.837403649155255,0.1864668059904108,0.8408462629439991,1.5895364477144482,0.8567574308188408,-0.6902310642010583,-1.0906384161243456,-0.9096730165559794,-0.6802850768237854,-0.6067732235982662,-0.38705532060314723,2.896982672434912,3.376602255691365,0.8638161595827926,-0.5150466526442095,-0.9485358336382713,-1.0206944720148952,-1.3273025196090233,-0.7299525736866509,-0.3682530310318333,0.5424994168188664,-0.5959494452485911,-0.49063359806219775,0.6729768630772264,0.5310777574676774,0.03659588338083213,-0.25690026951365613,-0.8701896341228285,-0.7814243067442839,-0.9721425147229872,0.17562377023577402,-0.443264743481396,-0.41403273767233306,-0.8814453415524807,-0.7998751660953988,-0.890142024032605,-1.0883043055946038,-0.7532938022252617,-0.8632021931563825,-0.27355912716274405,-0.35832187596898063,-0.1829548746563715,1.7918694322212783,-0.18934220791143058,-1.220899980841862,5.97430779539706,-0.7133366006828954,0.40517094353101635,-0.7956077943477697,3.1045332379754047,-1.2605507736633257,-0.9117317278194,-0.7541183769904901,-1.345447386378566,-1.3090326439697708,0.20952348626366096,-0.20023019540933762,-1.1075885977228874,-0.8018963102349911,0.5099380837658714,4.735964920074655,1.8425757414327049,3.8184048460045865,0.7881042695221794,-0.6645529703109161,1.4762137830087338,-0.6510068255903767,-0.5664855567032336,-0.49880988395474585,-0.3709088584323006,-0.327759033801772,-0.3475695498076028,-0.6032782554950554,0.9124345215387513,1.0450841669138773,-0.3719775692901139,3.1963318401930834,-1.3504773468120788
TCGA.02.0009.01,-1.1682663981266925,-1.6882857877316364,-1.2440844908361697,-1.5868289085030969,-0.7166317796590836,-0.6696644646815831,-0.5362580179669406,-0.5512269006656966,-0.5846970772082826,-0.5322147098888498,-0.37637639264231926,0.2473319145382182,1.1069536618745646,0.9850460811229579,-0.551542474376458,-0.5220201960039336,3.9827999497239714,1.627616839379001,0.852870695887059,0.42102239375178263,-0.5721746874124993,-1.0055159812858832,-0.9730172307328157,-0.8212371370827495,-0.6309472393099455,-0.3703479105604498,-0.165796476615274,0.28756871443921933,1.0579689706587598,3.4666155939217753,0.08683889841540673,-1.3466243336285388,-1.607774328210934,-1.0538505546201749,-0.6994104553939775,0.08806933757580143,0.9761471772024694,-1.6201631435363817,-1.1157053818909823,-0.5510694043063025,-0.5766331827422352,-0.4321093464614996,0.6116442058920692,0.6643847853824859,-0.16203348823463964,-0.43354513995529065,-0.36616886144333793,-1.1853574371210724,-0.9045594747122587,-0.8027449869938306,-0.23783176426818714,-1.2384815531282645,-0.7135602706374504,-0.8602211972898992,-0.6624088599455503,-0.5748291454590969,-0.17632491124978192,-0.1894195019287711,-0.18046088645879513,-1.1356936351610236,1.88423205516101,-1.3271829261625472,2.09892074303352,-0.4225336302333441,-0.40775011766424185,-1.1405624859696577,-0.6510159319395862,-1.3361792061935118,-1.1331050597308256,-1.572934371880811,-1.0209836570325552,-0.5234681263910927,-0.6354198106339501,-0.03129198388537791,-1.1296355060536551,-0.24328987447712996,0.21924830535421697,0.44305911625645883,0.9436952294629497,-0.6645529703109161,-1.0442014076078403,2.3972249991680807,-0.5664855567032336,-0.1293765633011228,-0.3709088584323006,-0.327759033801772,-0.3475695498076028,0.09297806111672999,-0.39328090316537023,-0.5539306850918646,0.687666450631846,0.7002436040300927,-0.6760281880736706
TCGA.02.0027.01,0.5632274667190784,-0.07034993766062503,0.7002263717758049,-0.3673111534298482,-0.07394736895288764,-0.2929464899953564,-0.4916546211217325,-0.5484300536484705,-0.42394679368943733,-0.1301520840739932,0.5023826036245083,0.8735142544605075,0.15081116604898437,-0.5419251287347342,-0.5271814983678954,-0.2784571982701714,2.5702759329532663,1.7662407661017991,1.238887826137851,0.8630324116671865,-0.7498516443677852,-1.3209633633981344,-1.2478426284237354,-0.911077416024324,-0.6766492446595994,-0.3789635423455041,-0.5605198525199301,-0.4989287208892721,-0.4478446306556073,-0.4783784550775725,-0.011036570526760166,1.4083791001312365,2.3242795755255705,-0.45040693565649453,-0.5684550785048916,0.44439699696796975,0.2518579835902348,0.06167256247078346,-0.4168407451172419,2.591962787020306,1.8726616502571736,0.37259193489403336,0.7376551082673599,0.8721724583624443,0.25854555478892133,0.5587279830630967,0.5737524293851418,0.018569077622363445,-0.0758201578730695,-0.31097130195725514,-0.2679173527688526,-0.21120455614995165,-0.7284002294091516,-0.7884119333015264,-0.6352057695697976,-0.20044108457874593,-0.1781002102340844,-0.15113341457144977,-0.17843076134158908,-0.5073644141944389,-0.16387848302734753,-0.7188517617795578,0.2683656184383531,-0.2594053836366766,-0.4465862068298731,-0.7960627799691712,-0.4381035114959955,-0.8159366651054082,-0.7829712007872895,-1.0148430592458855,-0.2580183676142176,-0.4657553219187284,-0.4764677764326064,-0.1877721798703184,-0.5289970314187392,-0.26668295535824355,0.16694225461376402,-0.7972361874268773,-0.32816016192990716,1.1598399961966146,-1.1583325910797264,-0.6510068255903767,4.438719066707452,-0.08458010770779704,-0.28234117300289874,-0.327759033801772,-0.3475695498076028,0.34391405187797064,-0.44573921217932055,0.5140439527669819,0.37779842926612067,0.9997741923696515,-0.3971655743190866
TCGA.02.0033.01,0.24399992806622384,0.15554896818508926,-0.6770379827278001,0.4592340857843809,0.44070591266756737,0.7621158162115551,-0.42851456487446105,-0.3213696559117129,0.377786574052845,1.682850121479857,0.7569230583563766,-0.9437180487187316,-1.0179429169304453,-0.646965606675246,-0.3636315172600696,-0.16909121424509171,0.21315773119864698,0.7963865627348021,0.7760013552462917,0.47736878610637073,-0.3141677831221886,-0.45637916755441904,-0.5156288824880396,-0.5629817203640419,-0.6941720535453436,-0.3963990711039989,1.127484621588819,4.289709284091767,0.9583320379532806,-0.9604622066694369,-1.4471500802981239,-1.457537617667358,-1.5512021412034502,-0.8889982550133101,-0.35673316818026346,0.10401410640967802,0.269774868358443,-1.2411688064249204,0.8305404603645166,-0.3321281819417718,-0.11912567081183759,-0.2751653917955865,-0.3530364773218357,0.06095815128257823,0.4173950769542631,0.5286897590231442,0.3280543380302086,-1.3452870330277926,0.07633150730508266,0.5215462313922055,-0.1937290265797127,-0.9978013779475857,0.1518304492810695,-0.029969207937196474,-0.34355192229609194,-0.5252659788177999,-0.1789403820846303,-0.03698296251785673,-0.18275046162764144,0.20625362104503503,-0.500376999568164,-0.07802562403187845,-0.3250187691346211,0.006532753546638769,-0.48200492622147795,0.2004621693800175,-0.4676929460851295,0.07838867903923942,-0.08289463878317124,0.0031369417688852357,-0.5285569565162969,-0.1505397917638716,-0.12851466167807124,-0.5176558692625713,0.5963976083694427,-0.3150953740801203,0.04902566274650942,-0.8022359164009516,-0.32816016192990716,-0.6608772957945968,-0.6786976163986777,1.0176266062761552,1.9113914687843463,-0.4610802399875595,4.966714875349023,-0.327759033801772,-0.3003336983335702,-1.6574394573255082,0.6996703195289222,-0.5302135085086656,0.3603629044627977,-0.5311599258103161,0.4494236432591779
TCGA.02.0037.01,-0.003625356489515299,0.6218792624829981,1.457577607920084,-0.02395736037607176,-1.21225142306607,-1.5123198733488388,0.05094092242775365,1.395629622414979,1.0712894056731024,0.5641082835568642,0.11245737682887792,-0.4247003647199035,-0.7437983786927522,-0.5649805752734909,-0.48679530888975464,-0.45760783144517775,-0.10401299517316295,4.163863553642818,2.095742660023709,-0.8606149226769665,-1.5017672176750638,-1.652182624166385,-1.351783341186567,-0.9467044104241636,-0.7033106557100327,-0.3951175771392216,-0.524093917220406,-0.3244329019532575,-1.0444116803898242,-1.2989737426303967,-1.2224745364449117,-0.449321817138312,0.4407303717130194,1.72537641177081,1.5636460326943036,0.48980583157694635,-2.8696894365873207,0.16757964407667103,-0.4889414981853614,-0.9762590294046473,-0.4142723374793348,0.859957945275432,-0.914147851511284,-1.840860644789398,-3.245643407621357,-0.059211301305071136,0.408512657291111,-0.03180441913656485,0.6447377873210618,-2.5599902950249995,-0.15851521276643446,-0.07631899834537159,0.1358467042494438,-0.16276240566668784,-0.46711654640390465,0.5148624478798407,-0.17315759491391244,-0.3069803113436047,-0.16221678668126283,-0.21016186227371467,-0.37464578572098156,3.024074584418264,-1.1298242894165882,-0.08297872071247467,-0.4950991194511015,0.5931793909907372,-0.06981368230990796,0.16774471969664173,0.3914268254526217,0.34617116186765984,0.27120787126992685,-0.30124644612462287,0.08415795216605047,-0.277335984532937,0.2706088580220828,-0.42733837846824413,-0.2876937741209169,-0.7865872178597404,-0.32816016192990716,-0.555954280605605,-0.8622227513640539,1.9148323364451778,-0.5661176840402302,-0.49880988395474585,-0.2141284128186176,0.06462055096249797,-0.3475695498076028,-0.24844057871961048,-0.2558245814845753,-0.4717625969885329,0.32195631788214435,-0.5311599258103161,0.559312144851698
TCGA.02.0046.01,0.8892334731606917,0.14277579042137095,0.867523450571381,0.13469419919930417,0.7765692498354729,0.13897403744620923,-0.47962313024317915,-0.5495967856882009,-0.6316167362659604,-0.49651634324164606,0.22870193390184462,0.9774226372077429,0.3347693739659741,-0.23203581400931492,-0.24456103248352395,0.15431448926317567,-0.29288119726321915,-0.11766903703211333,0.16656275143520838,0.1718762974369173,-0.21447555127949902,0.05206994627960994,0.4649444578286862,-0.08891250999661318,-0.46289514699849493,-0.3580813211877728,-0.4423629680453075,-0.5242498685751207,0.24014330216541724,0.3156400412005344,0.1065838618749762,-0.17904571073821868,0.7454200159093974,-0.4938649622871304,0.09337473562973327,-0.15084381132871744,0.21506026469787182,0.46029685863702047,0.15814912581412344,0.07450811071198586,0.09152092768909945,-0.5302082910725485,0.35324109438642975,0.4647401428301165,0.45853000485297335,-0.9074036594848123,-0.2144989252843531,0.7221000167414683,-0.42840141232363155,0.23126703219444011,-0.12740397920324645,0.3872734863389566,-0.2550342982842891,-0.28582148627808684,-0.4631028614722856,-0.5918039483064331,-0.17744548782359146,-0.13536855507137627,-0.17189267038365066,0.48216705864743387,-0.5628407960517886,1.1572815074092688,-0.9076898364700755,-0.6560634815424071,0.07597943248481119,0.2530348154324653,-0.6600242709145003,1.159868748796696,-0.13839356346739687,0.6958029251642105,-0.08018344735901493,0.20345019755415683,-0.49960381502748413,-0.7150482553984606,0.9424988215877571,0.0053397953154541685,0.6409132617557095,-0.8022359164009516,-0.32816016192990716,-0.6419557427584908,0.729749317013632,-0.4417018786782503,1.6462613455828181,0.14508294056650164,-0.3709088584323006,-0.3265837490178426,2.732528448326943,1.8440665314059235,0.8246849898130215,-0.6802351757716232,-0.9975254536226718,-0.5311599258103161,-0.2666155016698303
TCGA.02.0047.01,1.0620982192681172,0.3213296168299282,1.8923872690192587,-1.3637388748421508,0.5898737024689593,0.49418833658537464,-0.45644558841885546,0.3458190275171119,0.2576243181812061,-0.23136018654201848,-0.4420946171553408,0.08742168196456475,0.22050717865360675,0.2099076370333046,0.13931491871534912,-0.3747762054309795,-0.32711039421037147,-0.18542248445418927,0.31687148918032876,0.8297676740120681,0.13153804852029213,-0.4711809368758341,-0.2937248729600229,-0.316586815642497,-0.16440770634799595,-0.2143890523649724,-0.5965072315068073,-0.6224590326658809,-1.0063336224469999,-1.1467619527926394,-1.107402149110215,-0.6988740026781044,0.2803005976761848,1.0980080993404873,2.130152914917532,0.451581728141414,0.28992699801001304,-0.3455297298733626,-3.095912751329173,-0.9268041351051995,-0.4637652345483249,0.7894186347992713,-0.5127909563261478,-0.3515284589979089,0.3889522110273205,-0.7102947276370606,-1.2184266103905357,-1.559087008885537,0.9405598259265643,1.1499034321558002,0.5734534801872436,-1.145331940926356,0.9123134496797507,0.049441347507724935,1.321543800640424,0.30888444266446,-0.07303188708897593,-0.9203298654444223,-0.03545362215520195,-0.034839744358094484,-0.44526397054510397,1.983577175585032,-1.04008208655975,0.4369425641746926,-0.5872736534314358,0.9058155405925721,-0.15397918514122239,2.7706289553840797,0.5747771765190502,2.2024003977629745,0.6822718195833868,-0.2094492893389058,-0.5614164404683069,-0.6178825257246215,0.49204627709197296,-0.0014154259015519792,0.6319331803443456,0.2348830899099596,-0.19780867405072633,-0.6645529703109161,0.5375565244775046,0.47737148382669103,-0.5660087804939433,-0.32678749628026393,-0.3709088584323006,-0.327759033801772,-0.3475695498076028,1.3295423150551435,0.7834720195614693,0.8325417767644397,0.4477826885461259,0.5671188981013998,-0.23635809699207108
TCGA.02.0054.01,-0.7374922040449371,-1.1149085603087743,-1.047948111066165,-0.5744076777318544,-0.6775368482572571,-0.8990125400555278,-0.5433722463286077,-0.60168682017974,-0.7627395253959653,-0.07973622374282477,2.2469138382636804,0.7524171851328862,-0.9736557249329046,-0.9730312687452238,-0.68800868467422,-0.5291495641509627,-0.4441250686164741,-0.6088908632729384,-0.9319768917243159,-1.2434988418093482,1.6418043550739012,2.581279364735268,-0.19054911387895893,-0.6880853264386441,-0.5824029636784014,-0.3539608426028599,-0.5555595659459788,-0.363596071459761,3.1395433817367056,0.919726660489072,-0.6078898835709302,-0.9349576058751012,-1.102602996800716,-0.729546516464259,-0.6579120286597503,-0.05877589886711653,-0.2581829879516534,0.36100280444335753,1.0476444450379385,-0.38535869426809094,-0.2923508105532923,-0.21009096948915473,-0.08624723675172766,0.02838602957220241,-0.8749133095093611,-0.7032033942386035,-0.02320026471328271,-0.48438623614886317,-0.24916401099651084,-1.0198263471435132,-0.1513356973287758,-0.46103572191721537,-0.3582867720597877,-0.636485305364116,-0.5752208411065669,-0.02879662508131538,-0.17432355406764502,-0.09238518304668639,-0.16736622796004821,-0.5551045658150163,-0.11477488367261084,0.2726318766623682,-0.5205005717341336,-0.23554068872880843,-0.3939260841562457,-0.5666629499414993,-0.34723107015781074,-0.23690725516375052,-0.5744838511124488,-0.5018317896136308,-1.2207637110440064,-0.43372334476841906,-0.5550473337984733,-0.3560442861056,-0.3007712504049294,-0.15806775495703032,0.3883362206107503,-0.8022359164009516,-0.32816016192990716,-0.38949593983760006,0.97682497961477,-0.6480368201317698,0.5415204872853632,-0.3002328104432385,-0.3709088584323006,-0.327759033801772,0.48282324367714785,1.4835736890632851,-0.2732907459453206,-0.11768900811627665,-0.34025460055073453,1.948287722111588,-0.4813420661069636
TCGA.02.0059.01,0.6136060499761371,1.0424676308691072,1.5335950216529066,-0.3228265666806955,-0.4944380933028535,-1.4882108036655297,0.24292272519475827,1.616867392880174,1.2093996924154602,0.25128674895225184,-0.6548682639473683,-0.7688269432662197,-0.3237726979862582,0.09585881490991381,0.05055479116306256,-0.36233802272170496,-0.4442621626264362,-0.6088908632729384,-0.9318568065799403,-1.40188225738935,-1.461030139624571,2.9860866663426093,3.073757372202456,-0.25956750753070174,-0.6079474181105776,-0.3861209895215835,-0.5807817675296878,-0.5915557842004217,-0.8965518587412193,-1.1149808077119288,-1.3289007483835864,-1.0471204204363795,-0.048174538813935276,2.4634695960631445,1.695637905892968,0.5496674780823997,-0.7751252780709239,-1.2816163863787955,-1.239727403431757,-1.049069207637881,-0.3228311922848016,0.8610452035689173,0.31852780937796293,0.5961518062823097,-0.8870745363053427,-0.4811364130144946,-0.11650789764719476,-0.8601900685159941,0.694879873137147,-1.2346036503494011,0.09618664442669508,-0.8290384750488236,-0.12969491742059316,0.08989063418188693,-0.731994059429989,-0.7313603294947798,-0.16441572594607162,-0.8045707542581685,-0.15445871350824783,0.5451893530665797,-0.5743278474531854,1.219460501063576,-0.885479294514242,1.5362732823563063,-0.6020773901836941,1.9781108716149844,0.8393052568664617,-0.03006246986264265,1.8247773544671517,1.0688207925912063,0.256395968531284,-0.3527389991821667,1.2569396648087063,0.4331964458593116,0.09774243177574543,-0.6173915235411414,-1.2003593716067464,-0.8022359164009516,-0.32816016192990716,-0.38413606067048756,-0.2842190841672903,1.0571279528734068,-0.3725985348713223,-0.4003709638725733,-0.3643758778531419,-0.14544091253136748,-0.300806829584164,0.9649279113669238,-0.002684828067202524,-1.1211781865669574,0.32699324726977097,-0.26491051395293047,1.2299727207323479
TCGA.02.0068.01,0.9528294764275184,-0.7647652562479168,0.21741483315993096,-0.5200517010985409,0.15855222872293717,-0.01821807544075409,-0.16888361579786212,-0.3453938546494245,-0.44671291858167084,-0.5439114983117779,-0.5006919146886359,0.3272668681428393,0.9458313602372215,0.2584184803918627,0.35778481444383914,-0.16977125026929052,-0.10786757744772202,0.15576185222675762,0.3920110098124716,0.5406690315063477,-0.10758535365378434,-0.11600713610769775,-0.2525853655756152,-0.44613294798781344,-0.40217391824902626,-0.2872543142922294,-0.4839736816816203,-0.40532257834046,-0.4792082931220948,-0.6179298202184906,-0.193426972479051,0.6802006873221098,1.957726496953195,0.7951389306095225,-0.5867982895604009,-0.3733037591469461,0.24054904150846965,0.3387371041526818,0.09301847580357239,-0.3633148364250567,-0.2434614853997816,-0.17804807276137177,-0.5326998371604459,-0.24173794530174297,0.3333983653376102,-0.9100790541321054,0.018349852397572537,0.5657750916006525,-0.1765636530647343,0.6864434738536033,-0.01560866738827569,0.3416831773857284,-0.4870944080342224,-0.6568835507899273,-0.1295424333469545,0.015065613941616415,-0.16991783739052224,-0.5747255373836279,-0.15478451104997745,-0.7368307262491572,0.09103478726908289,-0.11734338539840737,-0.3728948262394178,-0.37518160750976254,-0.36636388070241505,-0.7467342616951077,-0.14937638420513488,0.3334811933319631,-0.6077131154325679,-0.13887184827200533,0.5345778109269049,-0.5136464835609853,-0.8398975101734408,-0.3677938334891217,-1.0034982690026748,0.11864612156181037,0.7769527891096683,-0.1921632471142912,-0.32816016192990716,-0.6645529703109161,1.4687474785845671,-0.645283533869523,-0.5664855567032336,-0.49880988395474585,-0.3709088584323006,-0.32060932952184523,-0.3475695498076028,-0.12757339600382556,-0.39465666269481287,1.2325761664118302,0.5272111904279311,-0.5311599258103161,-0.4767363674876036
