Variable,P-value
DD_log-sigma-2-0-mm-3D_glszm_GrayLevelNonUniformity,0.5488078661445472
DD_log-sigma-2-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,0.9491285125539578
DD_log-sigma-2-0-mm-3D_glszm_LargeAreaEmphasis,0.092012444840334
DD_log-sigma-2-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,0.14901733286965793
DD_log-sigma-2-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis,0.4157259997772184
DD_log-sigma-2-0-mm-3D_glszm_LowGrayLevelZoneEmphasis,0.9491285125539578
DD_log-sigma-2-0-mm-3D_glszm_SizeZoneNonUniformity,0.03749119491287476
DD_log-sigma-2-0-mm-3D_glszm_SizeZoneNonUniformityNormalized,0.10030677210730796
DD_log-sigma-2-0-mm-3D_glszm_SmallAreaEmphasis,0.0072388717341162236
DD_log-sigma-2-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,0.7537413092937741
DD_log-sigma-2-0-mm-3D_glszm_ZoneEntropy,0.733589701770688
DD_log-sigma-2-0-mm-3D_gldm_DependenceEntropy,0.2935548198406892
DD_log-sigma-2-0-mm-3D_gldm_DependenceVariance,0.10896056062034733
DD_log-sigma-3-0-mm-3D_firstorder_90Percentile,0.7259575780147648
DD_log-sigma-3-0-mm-3D_firstorder_Kurtosis,0.07485064066761409
DD_log-sigma-3-0-mm-3D_firstorder_Mean,0.419495968060367
DD_log-sigma-3-0-mm-3D_firstorder_Minimum,0.13161524104000502
DD_log-sigma-3-0-mm-3D_firstorder_Skewness,0.7167853277883363
DD_log-sigma-3-0-mm-3D_glcm_Correlation,0.5915286696215206
DD_log-sigma-3-0-mm-3D_glcm_Imc1,0.48731627694871404
DD_log-sigma-3-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis,0.9948277934353408
DD_log-sigma-3-0-mm-3D_glrlm_LowGrayLevelRunEmphasis,0.4273031506406205
DD_log-sigma-3-0-mm-3D_glszm_GrayLevelNonUniformity,0.2932487918252411
DD_log-sigma-3-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,0.6744683823504145
DD_log-sigma-3-0-mm-3D_glszm_LargeAreaEmphasis,0.0356443351468202
DD_log-sigma-3-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,0.0446389809716159
DD_log-sigma-3-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis,0.32500241298751503
DD_log-sigma-3-0-mm-3D_glszm_LowGrayLevelZoneEmphasis,0.593728265899942
DD_log-sigma-3-0-mm-3D_glszm_SizeZoneNonUniformityNormalized,0.5988300774973379
DD_log-sigma-3-0-mm-3D_glszm_SmallAreaEmphasis,0.05281957999612571
DD_log-sigma-3-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,0.7011694202385205
DD_log-sigma-3-0-mm-3D_gldm_DependenceVariance,0.03749119491287476
DD_log-sigma-4-0-mm-3D_firstorder_Kurtosis,0.01595620992909704
DD_log-sigma-4-0-mm-3D_firstorder_Skewness,0.8941629595793927
DD_log-sigma-4-0-mm-3D_glcm_Contrast,0.9331793134892015
DD_log-sigma-4-0-mm-3D_glcm_Imc1,0.6135704687457934
DD_log-sigma-4-0-mm-3D_glcm_Imc2,0.9489441387993806
DD_log-sigma-4-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,0.028331300167258475
DD_log-sigma-4-0-mm-3D_glrlm_LowGrayLevelRunEmphasis,0.8329487992794617
DD_log-sigma-4-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,0.8569996234089583
DD_log-sigma-4-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,0.2146016341041172
DD_log-sigma-4-0-mm-3D_glszm_SizeZoneNonUniformityNormalized,0.7513679706043421
DD_log-sigma-4-0-mm-3D_glszm_SmallAreaEmphasis,0.9021136799405229
DD_log-sigma-4-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,0.507267850627
DD_log-sigma-4-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,0.16235061734656958
DD_wavelet-LLH_firstorder_10Percentile,0.9522576795242212
DD_wavelet-LLH_firstorder_Kurtosis,0.5156963943426366
DD_wavelet-LLH_firstorder_Maximum,0.2511005966192447
DD_wavelet-LLH_firstorder_Minimum,0.13831296914263563
DD_wavelet-LLH_firstorder_Skewness,0.73990152724323
DD_wavelet-LLH_glcm_ClusterShade,0.8921184475182008
DD_wavelet-LLH_glcm_ClusterTendency,0.8463783864068951
DD_wavelet-LLH_glcm_Contrast,0.4881602590978818
DD_wavelet-LLH_glcm_Correlation,0.6019534841851989
DD_wavelet-LLH_glcm_Imc1,0.5488078661445472
DD_wavelet-LLH_glcm_Imc2,0.47525949892866465
DD_wavelet-LLH_glrlm_LongRunEmphasis,0.10876254231873776
DD_wavelet-LLH_glrlm_LongRunLowGrayLevelEmphasis,0.786672317479939
DD_wavelet-LLH_glrlm_LowGrayLevelRunEmphasis,0.3542214546660045
DD_wavelet-LLH_glszm_GrayLevelNonUniformity,0.04560511720544584
DD_wavelet-LLH_glszm_GrayLevelNonUniformityNormalized,0.8997020631021095
DD_wavelet-LLH_glszm_LargeAreaHighGrayLevelEmphasis,0.15891632844779757
DD_wavelet-LLH_glszm_LargeAreaLowGrayLevelEmphasis,0.45770645189698256
DD_wavelet-LLH_glszm_LowGrayLevelZoneEmphasis,0.37401134575026906
DD_wavelet-LLH_glszm_SizeZoneNonUniformityNormalized,0.47525949892866465
DD_wavelet-LLH_glszm_SmallAreaEmphasis,0.07485064066761409
DD_wavelet-LLH_glszm_SmallAreaLowGrayLevelEmphasis,0.7683749799808106
DD_wavelet-LLH_glszm_ZoneEntropy,0.47525949892866465
DD_wavelet-LLH_gldm_DependenceEntropy,0.22441568769120535
DD_wavelet-LLH_gldm_DependenceVariance,0.04560511720544584
DD_wavelet-LLH_gldm_LargeDependenceLowGrayLevelEmphasis,0.811586623945103
DD_wavelet-LHL_firstorder_Entropy,0.39182146381235683
DD_wavelet-LHL_firstorder_Kurtosis,0.660669284953477
DD_wavelet-LHL_firstorder_Maximum,0.26974226827660724
DD_wavelet-LHL_firstorder_Skewness,0.9331793134892015
DD_wavelet-LHL_firstorder_Uniformity,0.27204966795814706
DD_wavelet-LHL_glcm_ClusterShade,0.7703817043329847
DD_wavelet-LHL_glcm_ClusterTendency,0.24781412534658823
DD_wavelet-LHL_glcm_Contrast,0.7252412340517242
DD_wavelet-LHL_glcm_Correlation,0.28319968771725984
DD_wavelet-LHL_glcm_DifferenceAverage,0.917331700742163
DD_wavelet-LHL_glcm_Imc1,0.593728265899942
DD_wavelet-LHL_glrlm_LongRunEmphasis,0.15891632844779757
DD_wavelet-LHL_glrlm_LongRunLowGrayLevelEmphasis,0.785113417868383
DD_wavelet-LHL_glrlm_LowGrayLevelRunEmphasis,0.9888075317075572
DD_wavelet-LHL_glszm_GrayLevelNonUniformityNormalized,0.2359824756748817
DD_wavelet-LHL_glszm_LargeAreaEmphasis,0.018754694304356223
DD_wavelet-LHL_glszm_LargeAreaLowGrayLevelEmphasis,0.15535019090527075
DD_wavelet-LHL_glszm_LowGrayLevelZoneEmphasis,0.9888075317075572
DD_wavelet-LHL_glszm_SizeZoneNonUniformity,0.25816739964834123
DD_wavelet-LHL_glszm_SizeZoneNonUniformityNormalized,0.695128190222918
DD_wavelet-LHL_glszm_SmallAreaEmphasis,0.4198868032938189
DD_wavelet-LHL_glszm_SmallAreaLowGrayLevelEmphasis,0.8409676970552397
DD_wavelet-LHL_glszm_ZoneEntropy,0.5572331532311623
DD_wavelet-LHL_gldm_DependenceEntropy,0.015101133988299074
DD_wavelet-LHL_gldm_DependenceVariance,0.29075032238674675
DD_wavelet-LHH_firstorder_Kurtosis,0.05259543094207379
DD_wavelet-LHH_firstorder_Maximum,0.08769011107184578
DD_wavelet-LHH_firstorder_Skewness,0.9232236743230233
DD_wavelet-LHH_glcm_ClusterShade,0.12693528093971965
DD_wavelet-LHH_glcm_ClusterTendency,0.3001937809545339
DD_wavelet-LHH_glcm_Contrast,0.8062393002077832
DD_wavelet-LHH_glcm_Correlation,0.7367665356625248
DD_wavelet-LHH_glcm_Imc2,0.977287046174627
DD_wavelet-LHH_glrlm_LongRunEmphasis,0.03082699529322021
DD_wavelet-LHH_glrlm_LongRunLowGrayLevelEmphasis,0.42486786316963715
DD_wavelet-LHH_glrlm_LowGrayLevelRunEmphasis,0.2569932079370251
DD_wavelet-LHH_glrlm_ShortRunLowGrayLevelEmphasis,0.03746841380250198
DD_wavelet-LHH_glszm_GrayLevelNonUniformityNormalized,0.05525047846992002
DD_wavelet-LHH_glszm_LargeAreaHighGrayLevelEmphasis,0.0063924978965437034
DD_wavelet-LHH_glszm_LowGrayLevelZoneEmphasis,0.8569996234089583
DD_wavelet-LHH_glszm_SizeZoneNonUniformity,0.20208013752799886
DD_wavelet-LHH_glszm_SizeZoneNonUniformityNormalized,0.15891632844779757
DD_wavelet-LHH_glszm_SmallAreaEmphasis,0.024712790837469332
DD_wavelet-LHH_glszm_SmallAreaLowGrayLevelEmphasis,0.2125383550208572
DD_wavelet-LHH_glszm_ZoneEntropy,0.7780488863014886
DD_wavelet-HLL_firstorder_Entropy,0.49925102399239396
DD_wavelet-HLL_firstorder_Kurtosis,0.29075032238674675
DD_wavelet-HLL_firstorder_Skewness,0.695128190222918
DD_wavelet-HLL_firstorder_Uniformity,0.5670375447105709
DD_wavelet-HLL_glcm_ClusterShade,0.8402246551362303
DD_wavelet-HLL_glcm_Correlation,0.8572425318122318
DD_wavelet-HLL_glcm_DifferenceAverage,0.42254723227803176
DD_wavelet-HLL_glcm_Imc1,0.8402246551362303
DD_wavelet-HLL_glcm_InverseVariance,0.992934879595518
DD_wavelet-HLL_glrlm_LongRunEmphasis,0.06229560484473565
DD_wavelet-HLL_glrlm_LongRunLowGrayLevelEmphasis,0.559167898512621
DD_wavelet-HLL_glrlm_LowGrayLevelRunEmphasis,0.9232236743230233
DD_wavelet-HLL_glszm_GrayLevelNonUniformityNormalized,0.6886401513005467
DD_wavelet-HLL_glszm_LargeAreaEmphasis,0.026820575361845095
DD_wavelet-HLL_glszm_LargeAreaLowGrayLevelEmphasis,0.11281488668441988
DD_wavelet-HLL_glszm_LowGrayLevelZoneEmphasis,0.8329487992794617
DD_wavelet-HLL_glszm_SizeZoneNonUniformityNormalized,0.06264198174980104
DD_wavelet-HLL_glszm_SmallAreaEmphasis,0.013812820236066321
DD_wavelet-HLL_glszm_SmallAreaLowGrayLevelEmphasis,0.6423391623964978
DD_wavelet-HLL_glszm_ZoneEntropy,0.695128190222918
DD_wavelet-HLL_gldm_DependenceEntropy,0.08348788997474801
DD_wavelet-HLL_gldm_DependenceVariance,0.33272438547169103
DD_wavelet-HLH_firstorder_Kurtosis,0.11281488668441988
DD_wavelet-HLH_firstorder_Skewness,0.03076903830742092
DD_wavelet-HLH_glcm_ClusterShade,0.2359824756748817
DD_wavelet-HLH_glcm_Correlation,0.9491285125539578
DD_wavelet-HLH_glcm_DifferenceEntropy,0.2426144248709719
DD_wavelet-HLH_glcm_Imc2,0.9491285125539578
DD_wavelet-HLH_glcm_SumEntropy,0.10896056062034733
DD_wavelet-HLH_glrlm_LongRunLowGrayLevelEmphasis,0.7997018233630512
DD_wavelet-HLH_glrlm_LowGrayLevelRunEmphasis,0.053236059996688345
DD_wavelet-HLH_glrlm_ShortRunLowGrayLevelEmphasis,0.00908011938798555
DD_wavelet-HLH_glszm_GrayLevelNonUniformityNormalized,0.08132329893130257
DD_wavelet-HLH_glszm_LargeAreaEmphasis,0.011186912012473946
DD_wavelet-HLH_glszm_LowGrayLevelZoneEmphasis,0.053414870201054794
DD_wavelet-HLH_glszm_SizeZoneNonUniformityNormalized,0.06706918881132862
DD_wavelet-HLH_glszm_SmallAreaEmphasis,0.0404275670168266
DD_wavelet-HLH_glszm_SmallAreaLowGrayLevelEmphasis,0.7185500819577406
DD_wavelet-HHL_firstorder_Kurtosis,0.9021136799405229
DD_wavelet-HHL_firstorder_Skewness,0.5768437353915564
DD_wavelet-HHL_glcm_ClusterShade,0.2920692401646399
DD_wavelet-HHL_glcm_ClusterTendency,0.1721422259971183
DD_wavelet-HHL_glcm_Contrast,0.5156963943426366
DD_wavelet-HHL_glcm_Correlation,0.7167853277883363
DD_wavelet-HHL_glcm_DifferenceEntropy,0.1594293491581931
DD_wavelet-HHL_glcm_Imc2,0.9888075317075572
DD_wavelet-HHL_glcm_SumEntropy,0.03155893797712231
DD_wavelet-HHL_glrlm_LongRunEmphasis,0.05523320954069462
DD_wavelet-HHL_glrlm_LongRunLowGrayLevelEmphasis,0.8129010128152359
DD_wavelet-HHL_glrlm_LowGrayLevelRunEmphasis,0.045358711568186945
DD_wavelet-HHL_glrlm_ShortRunLowGrayLevelEmphasis,0.008523628212536266
DD_wavelet-HHL_glszm_GrayLevelNonUniformityNormalized,0.03749119491287476
DD_wavelet-HHL_glszm_LowGrayLevelZoneEmphasis,0.6621386115642911
DD_wavelet-HHL_glszm_SizeZoneNonUniformityNormalized,0.1721422259971183
DD_wavelet-HHL_glszm_SmallAreaEmphasis,0.21309611522376262
DD_wavelet-HHL_glszm_SmallAreaLowGrayLevelEmphasis,0.7583658227928258
DD_wavelet-HHH_firstorder_Kurtosis,0.01277762340593309
DD_wavelet-HHH_firstorder_Skewness,0.07104858511236349
DD_wavelet-HHH_glcm_ClusterTendency,0.2935548198406892
DD_wavelet-HHH_glcm_Contrast,0.7259575780147648
DD_wavelet-HHH_glcm_Correlation,0.7513679706043421
DD_wavelet-HHH_glcm_Imc2,0.29214484419261905
DD_wavelet-HHH_glcm_SumEntropy,0.1032037219584665
DD_wavelet-HHH_glszm_GrayLevelNonUniformityNormalized,0.11366094611288101
DD_wavelet-HHH_glszm_LargeAreaHighGrayLevelEmphasis,0.00908011938798555
DD_wavelet-HHH_glszm_LowGrayLevelZoneEmphasis,0.3402711396954279
DD_wavelet-HHH_glszm_SizeZoneNonUniformityNormalized,0.16637699894399754
DD_wavelet-HHH_glszm_SmallAreaEmphasis,0.241866873100329
DD_wavelet-HHH_glszm_SmallAreaLowGrayLevelEmphasis,0.5572331532311623
DD_wavelet-LLL_glcm_Imc1,0.5670375447105709
DD_wavelet-LLL_glcm_InverseVariance,0.9522576795242212
DD_wavelet-LLL_glrlm_LowGrayLevelRunEmphasis,0.39182146381235683
DD_wavelet-LLL_glszm_SizeZoneNonUniformity,0.5156963943426366
DD_wavelet-LLL_glszm_SizeZoneNonUniformityNormalized,0.977287046174627
DD_wavelet-LLL_glszm_ZonePercentage,0.0964631244195507
DD_gradient_firstorder_Entropy,0.8329487992794617
DD_gradient_firstorder_Kurtosis,0.49390066308800384
DD_gradient_glcm_Correlation,0.651368740777044
DD_gradient_glcm_Imc1,0.21851732274207283
DD_gradient_glrlm_LongRunEmphasis,0.005036040470642973
DD_gradient_glszm_GrayLevelNonUniformity,0.9232236743230233
DD_gradient_glszm_GrayLevelNonUniformityNormalized,0.6423391623964978
DD_gradient_glszm_LargeAreaEmphasis,0.041762577619357956
DD_gradient_glszm_LowGrayLevelZoneEmphasis,0.31421325824289115
DD_gradient_glszm_SizeZoneNonUniformityNormalized,0.9888075317075572
DD_gradient_glszm_SmallAreaEmphasis,0.6718094655830836
DD_gradient_glszm_SmallAreaLowGrayLevelEmphasis,0.9888075317075572
DD_gradient_glszm_ZoneVariance,0.03715570195946159
DD_gradient_gldm_DependenceEntropy,0.11701210676029034
DD_gradient_gldm_DependenceVariance,0.9491285125539578
DD_lbp-3D-m1_firstorder_10Percentile,0.46854865407493873
DD_lbp-3D-m1_firstorder_90Percentile,0.7351254611443213
DD_lbp-3D-m1_firstorder_Entropy,0.9491285125539578
DD_lbp-3D-m1_firstorder_Kurtosis,0.7583658227928258
DD_lbp-3D-m1_firstorder_Maximum,0.7810662033009773
DD_lbp-3D-m1_firstorder_Mean,0.5572331532311623
DD_lbp-3D-m1_firstorder_Minimum,0.785113417868383
DD_lbp-3D-m1_firstorder_Range,0.7513679706043421
DD_lbp-3D-m1_firstorder_Skewness,0.593728265899942
DD_lbp-3D-m1_glcm_Autocorrelation,0.47525949892866465
DD_lbp-3D-m1_glcm_ClusterShade,0.3293316027808474
DD_lbp-3D-m1_glcm_Correlation,0.7513679706043421
DD_lbp-3D-m1_glcm_DifferenceEntropy,0.6191505083947699
DD_lbp-3D-m1_glcm_JointEntropy,0.005036040470642973
DD_lbp-3D-m1_glcm_SumEntropy,0.10058171732538049
DD_lbp-3D-m1_glszm_ZoneEntropy,0.01277762340593309
DD_lbp-3D-m1_gldm_LargeDependenceHighGrayLevelEmphasis,0.23084288910617168
DD_lbp-3D-m2_firstorder_90Percentile,0.5495324656434972
DD_lbp-3D-m2_firstorder_InterquartileRange,0.8062393002077832
DD_lbp-3D-m2_firstorder_Kurtosis,0.6576099541202548
DD_lbp-3D-m2_firstorder_Maximum,0.8661513085249185
DD_lbp-3D-m2_firstorder_Mean,0.44823622575461697
DD_lbp-3D-m2_firstorder_Skewness,0.8637531759543209
DD_lbp-3D-m2_glcm_Autocorrelation,0.4664526988952657
DD_lbp-3D-m2_glcm_Correlation,0.5572331532311623
DD_lbp-3D-k_firstorder_90Percentile,0.841538852517172
DD_lbp-3D-k_firstorder_Kurtosis,0.06639919864536367
DD_lbp-3D-k_firstorder_Maximum,0.01275997714320101
DD_lbp-3D-k_firstorder_Minimum,0.0684511120341844
DD_lbp-3D-k_firstorder_Skewness,0.27663902680752617
DD_lbp-3D-k_glcm_Autocorrelation,0.6029019677974549
DD_lbp-3D-k_glcm_ClusterProminence,0.4868316688928796
DD_lbp-3D-k_glcm_Correlation,0.8797524009957031
DD_lbp-3D-k_glcm_Imc2,0.01086848629195769
DD_lbp-3D-k_glrlm_LongRunLowGrayLevelEmphasis,0.9664516526254784
DD_lbp-3D-k_glrlm_RunEntropy,0.05523320954069462
DD_lbp-3D-k_glszm_HighGrayLevelZoneEmphasis,0.0387864873481467
DD_lbp-3D-k_glszm_SizeZoneNonUniformityNormalized,0.9664516526254784
DD_lbp-3D-k_glszm_ZoneEntropy,0.030958654932687898
DD_lbp-3D-k_gldm_DependenceEntropy,0.008523628212536266
DD_lbp-3D-k_gldm_LargeDependenceHighGrayLevelEmphasis,0.018754694304356223
DD_logarithm_glcm_Correlation,0.4198868032938189
DD_logarithm_glcm_Imc1,0.22441568769120535
DD_logarithm_glrlm_LongRunEmphasis,0.2981037336858662
DD_logarithm_glrlm_LongRunLowGrayLevelEmphasis,0.6423391623964978
DD_logarithm_glrlm_LowGrayLevelRunEmphasis,0.1177852533432794
DD_logarithm_glszm_GrayLevelNonUniformity,0.5768437353915564
DD_logarithm_glszm_GrayLevelNonUniformityNormalized,0.20450717155608136
DD_logarithm_glszm_LowGrayLevelZoneEmphasis,0.1594293491581931
DD_logarithm_glszm_SizeZoneNonUniformityNormalized,0.5885635240708782
DD_logarithm_glszm_SmallAreaEmphasis,0.25794207619575893
DD_logarithm_glszm_SmallAreaLowGrayLevelEmphasis,0.6971770623678211
DD_logarithm_glszm_ZoneEntropy,0.21851732274207283
DD_logarithm_gldm_DependenceNonUniformityNormalized,0.4273676519749877
DD_logarithm_gldm_DependenceVariance,0.053414870201054794
DD_logarithm_gldm_LargeDependenceLowGrayLevelEmphasis,0.759606336844354
PET_original_shape_Elongation,0.241866873100329
PET_original_shape_Flatness,0.6019534841851989
PET_original_shape_LeastAxisLength,0.02693365168679249
PET_original_shape_MajorAxisLength,0.15825437378825402
PET_original_shape_Maximum2DDiameterColumn,0.29214484419261905
PET_original_shape_Maximum2DDiameterRow,0.0095187116957262
PET_original_shape_Maximum2DDiameterSlice,0.05523320954069462
PET_original_shape_MeshVolume,0.005036040470642973
PET_original_shape_MinorAxisLength,0.02135094685494413
PET_original_shape_Sphericity,0.45130110542390095
PET_original_shape_SurfaceVolumeRatio,0.041762577619357956
PET_original_firstorder_10Percentile,0.7775118696731649
PET_original_firstorder_Energy,0.21309611522376262
PET_original_firstorder_Entropy,0.759606336844354
PET_original_firstorder_Kurtosis,0.7247365913814058
PET_original_firstorder_Skewness,0.733589701770688
PET_original_firstorder_Uniformity,0.8661513085249185
PET_original_glcm_Correlation,0.3242988319146879
PET_original_glcm_Imc1,0.841538852517172
PET_original_glcm_InverseVariance,0.7849800066853581
PET_original_glrlm_GrayLevelNonUniformity,0.09468975393789607
PET_original_glrlm_RunLengthNonUniformity,0.019044522878090515
PET_original_glszm_GrayLevelNonUniformity,0.026820575361845095
PET_original_glszm_LargeAreaEmphasis,0.21309611522376262
PET_original_glszm_LargeAreaHighGrayLevelEmphasis,0.3623332507559146
PET_original_glszm_SizeZoneNonUniformity,0.15825437378825402
PET_original_glszm_SmallAreaLowGrayLevelEmphasis,0.5163338435626896
PET_original_glszm_ZoneVariance,0.5572331532311623
PET_log-sigma-2-0-mm-3D_firstorder_Kurtosis,0.9684098150680641
PET_log-sigma-2-0-mm-3D_firstorder_Median,0.5944177918681263
PET_log-sigma-2-0-mm-3D_glcm_Correlation,0.992934879595518
PET_log-sigma-2-0-mm-3D_glcm_Imc1,0.4611587497703513
PET_log-sigma-2-0-mm-3D_glcm_InverseVariance,0.28652880949796244
PET_log-sigma-2-0-mm-3D_glrlm_GrayLevelNonUniformity,0.01277762340593309
PET_log-sigma-2-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis,0.8941629595793927
PET_log-sigma-2-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,0.00457614430298454
PET_log-sigma-2-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis,0.8720956083199772
PET_log-sigma-2-0-mm-3D_glszm_LowGrayLevelZoneEmphasis,0.9491285125539578
PET_log-sigma-2-0-mm-3D_glszm_SizeZoneNonUniformity,0.03371321439342848
PET_log-sigma-2-0-mm-3D_glszm_SizeZoneNonUniformityNormalized,0.47758342219059113
PET_log-sigma-2-0-mm-3D_glszm_SmallAreaEmphasis,0.5768437353915564
PET_log-sigma-2-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,0.5555622517706036
PET_log-sigma-2-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,0.3460440129814496
PET_log-sigma-3-0-mm-3D_glcm_Imc1,0.5343627430809555
PET_log-sigma-3-0-mm-3D_glcm_InverseVariance,0.41187262431461247
PET_log-sigma-3-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,0.01595620992909704
PET_log-sigma-3-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,0.7259575780147648
PET_log-sigma-4-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,0.030958654932687898
PET_wavelet-LLH_firstorder_Kurtosis,0.2859962177755745
PET_wavelet-LLH_firstorder_Median,0.7259575780147648
PET_wavelet-LLH_firstorder_Skewness,0.7751244237702536
PET_wavelet-LLH_glcm_Correlation,0.7583658227928258
PET_wavelet-LLH_glcm_Imc1,0.48774563058601295
PET_wavelet-LLH_glcm_InverseVariance,0.29075032238674675
PET_wavelet-LLH_glrlm_LongRunLowGrayLevelEmphasis,0.8661513085249185
PET_wavelet-LLH_glszm_LargeAreaEmphasis,0.041762577619357956
PET_wavelet-LLH_glszm_LargeAreaHighGrayLevelEmphasis,0.005036040470642973
PET_wavelet-LLH_glszm_LargeAreaLowGrayLevelEmphasis,0.2973511855457946
PET_wavelet-LLH_glszm_SizeZoneNonUniformityNormalized,0.37401134575026906
PET_wavelet-LLH_glszm_SmallAreaEmphasis,0.5768437353915564
PET_wavelet-LLH_glszm_SmallAreaLowGrayLevelEmphasis,0.6485695516233627
PET_wavelet-LHL_firstorder_Kurtosis,0.7513967494106608
PET_wavelet-LHL_firstorder_Skewness,0.977287046174627
PET_wavelet-LHL_glcm_Correlation,0.8098486929353402
PET_wavelet-LHL_glcm_Imc1,0.8494435370550346
PET_wavelet-LHL_glcm_InverseVariance,0.3001937809545339
PET_wavelet-LHL_glrlm_LongRunLowGrayLevelEmphasis,0.34769669978997036
PET_wavelet-LHL_glszm_LargeAreaHighGrayLevelEmphasis,0.03749119491287476
PET_wavelet-LHL_glszm_LargeAreaLowGrayLevelEmphasis,0.11777825188768574
PET_wavelet-LHL_glszm_SizeZoneNonUniformityNormalized,0.32500241298751503
PET_wavelet-LHL_glszm_SmallAreaEmphasis,0.20726299553851452
PET_wavelet-LHL_glszm_SmallAreaLowGrayLevelEmphasis,0.73990152724323
PET_wavelet-LHH_firstorder_Kurtosis,0.8402246551362303
PET_wavelet-LHH_firstorder_Skewness,0.32500241298751503
