Variable,P-value
PET_log-sigma-3-0-mm-3D_glcm_Imc1,0.13185536874665832
PET_log-sigma-3-0-mm-3D_glcm_InverseVariance,0.11023930196471994
PET_log-sigma-3-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,0.007703027480568987
PET_log-sigma-3-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,0.8013141538276997
PET_log-sigma-4-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,0.010867324381166834
PET_wavelet-LLH_firstorder_Kurtosis,0.15171690266038612
PET_wavelet-LLH_firstorder_Median,0.8974435480779583
PET_wavelet-LLH_firstorder_Skewness,0.6442388304807389
PET_wavelet-LLH_glcm_Correlation,0.4449000918929197
PET_wavelet-LLH_glcm_Imc1,0.19295217777445983
PET_wavelet-LLH_glcm_InverseVariance,0.03020397571804956
PET_wavelet-LLH_glrlm_LongRunLowGrayLevelEmphasis,0.8980436237342607
PET_wavelet-LLH_glszm_LargeAreaEmphasis,0.011692503230794996
PET_wavelet-LLH_glszm_LargeAreaHighGrayLevelEmphasis,0.0016638465220217052
PET_wavelet-LLH_glszm_LargeAreaLowGrayLevelEmphasis,0.19932775415114606
PET_wavelet-LLH_glszm_SizeZoneNonUniformityNormalized,0.01037084193348671
PET_wavelet-LLH_glszm_SmallAreaEmphasis,0.03020397571804956
PET_wavelet-LLH_glszm_SmallAreaLowGrayLevelEmphasis,0.7123572561328
PET_wavelet-LHL_firstorder_Kurtosis,0.7020834041770585
PET_wavelet-LHL_firstorder_Skewness,0.7123572561328
PET_wavelet-LHL_glcm_Correlation,0.9066668662351975
PET_wavelet-LHL_glcm_Imc1,0.2560453970575164
PET_wavelet-LHL_glcm_InverseVariance,0.13185536874665832
PET_wavelet-LHL_glrlm_LongRunLowGrayLevelEmphasis,0.25266627431811356
PET_wavelet-LHL_glszm_LargeAreaHighGrayLevelEmphasis,0.00272105029419734
PET_wavelet-LHL_glszm_LargeAreaLowGrayLevelEmphasis,0.05506420220224512
PET_wavelet-LHL_glszm_SizeZoneNonUniformityNormalized,0.07685424923344888
PET_wavelet-LHL_glszm_SmallAreaEmphasis,0.08910482320255174
PET_wavelet-LHL_glszm_SmallAreaLowGrayLevelEmphasis,0.7204753569702196
PET_wavelet-LHH_firstorder_Kurtosis,0.7573097966763561
PET_wavelet-LHH_firstorder_Skewness,0.277107701005317
PET_wavelet-LHH_glcm_Correlation,0.7573097966763561
PET_wavelet-LHH_glrlm_LongRunEmphasis,0.943853373201739
PET_wavelet-LHH_glrlm_LongRunLowGrayLevelEmphasis,0.12951208594059216
PET_wavelet-LHH_glrlm_LowGrayLevelRunEmphasis,0.01037084193348671
PET_wavelet-LHH_glrlm_RunEntropy,0.04843699055806108
PET_wavelet-LHH_glszm_GrayLevelNonUniformityNormalized,0.06479129194518586
PET_wavelet-LHH_glszm_LargeAreaEmphasis,0.013669672721562462
PET_wavelet-LHH_glszm_LargeAreaHighGrayLevelEmphasis,0.0020907574053074976
PET_wavelet-LHH_glszm_LowGrayLevelZoneEmphasis,0.05787712632664691
PET_wavelet-LHH_glszm_SizeZoneNonUniformityNormalized,0.39394160498359815
PET_wavelet-LHH_glszm_SmallAreaEmphasis,0.09471318573244276
PET_wavelet-LHH_glszm_SmallAreaLowGrayLevelEmphasis,0.8980436237342607
PET_wavelet-LHH_glszm_ZoneEntropy,0.07415797833586873
PET_wavelet-LHH_gldm_DependenceEntropy,0.08635508935631851
PET_wavelet-LHH_gldm_DependenceVariance,0.36615113997480936
PET_wavelet-HLL_firstorder_Kurtosis,0.5395964290781747
PET_wavelet-HLL_firstorder_Median,0.6897190732280544
PET_wavelet-HLL_firstorder_Skewness,0.9265608796189475
PET_wavelet-HLL_glcm_Imc1,0.07415797833586873
PET_wavelet-HLL_glrlm_LongRunLowGrayLevelEmphasis,0.34296399176738257
PET_wavelet-HLL_glszm_LargeAreaLowGrayLevelEmphasis,0.05787712632664691
PET_wavelet-HLL_glszm_SizeZoneNonUniformityNormalized,0.048855008875751435
PET_wavelet-HLL_glszm_SmallAreaEmphasis,0.18191515333368924
PET_wavelet-HLL_glszm_SmallAreaLowGrayLevelEmphasis,0.6715380721013036
PET_wavelet-HLH_firstorder_Kurtosis,0.5079583471390159
PET_wavelet-HLH_firstorder_Skewness,0.7123572561328
PET_wavelet-HLH_glrlm_LongRunLowGrayLevelEmphasis,0.34606684597943993
PET_wavelet-HLH_glrlm_LowGrayLevelRunEmphasis,0.015038574408030681
PET_wavelet-HLH_glszm_GrayLevelNonUniformityNormalized,0.002748725652053918
PET_wavelet-HLH_glszm_LargeAreaHighGrayLevelEmphasis,0.0075492216538379
PET_wavelet-HLH_glszm_LowGrayLevelZoneEmphasis,0.0033651740301067867
PET_wavelet-HLH_glszm_SizeZoneNonUniformityNormalized,0.5926024554719859
PET_wavelet-HLH_glszm_SmallAreaEmphasis,0.17141435582237644
PET_wavelet-HLH_glszm_SmallAreaLowGrayLevelEmphasis,0.15637677792758833
PET_wavelet-HLH_glszm_ZoneEntropy,0.019587837481986173
PET_wavelet-HHL_firstorder_Kurtosis,0.44079773867019945
PET_wavelet-HHL_firstorder_Skewness,0.37077935971108866
PET_wavelet-HHL_glrlm_LongRunLowGrayLevelEmphasis,0.0895109032557929
PET_wavelet-HHL_glrlm_LowGrayLevelRunEmphasis,0.0031440170564495298
PET_wavelet-HHL_glszm_GrayLevelNonUniformityNormalized,0.0020907574053074976
PET_wavelet-HHL_glszm_LargeAreaHighGrayLevelEmphasis,0.002605458408050815
PET_wavelet-HHL_glszm_LowGrayLevelZoneEmphasis,0.0012130197521271614
PET_wavelet-HHL_glszm_SizeZoneNonUniformityNormalized,0.36615113997480936
PET_wavelet-HHL_glszm_SmallAreaEmphasis,0.14637331406690515
PET_wavelet-HHL_glszm_SmallAreaLowGrayLevelEmphasis,0.2553745385262948
PET_wavelet-HHL_glszm_ZoneEntropy,0.02680193093946993
PET_wavelet-HHL_gldm_DependenceVariance,0.4081311834186313
PET_wavelet-HHH_firstorder_Kurtosis,0.12271607804190451
PET_wavelet-HHH_firstorder_Skewness,0.34606684597943993
PET_wavelet-HHH_glcm_ClusterShade,0.2382439352874861
PET_wavelet-HHH_glcm_ClusterTendency,0.03618598568642042
PET_wavelet-HHH_glcm_Contrast,0.01037084193348671
PET_wavelet-HHH_glrlm_LowGrayLevelRunEmphasis,0.0031604632208717077
PET_wavelet-HHH_glrlm_ShortRunLowGrayLevelEmphasis,0.002748725652053918
PET_wavelet-HHH_glszm_GrayLevelNonUniformityNormalized,0.002748725652053918
PET_wavelet-HHH_glszm_LargeAreaEmphasis,0.0020907574053074976
PET_wavelet-HHH_glszm_LowGrayLevelZoneEmphasis,0.08910482320255174
PET_wavelet-HHH_glszm_SizeZoneNonUniformityNormalized,0.943853373201739
PET_wavelet-HHH_glszm_SmallAreaEmphasis,0.11703996086778731
PET_wavelet-HHH_glszm_SmallAreaLowGrayLevelEmphasis,0.9374111285598353
PET_wavelet-HHH_glszm_ZoneEntropy,0.07710492098506032
PET_wavelet-LLL_glcm_Correlation,0.18240388792730064
PET_wavelet-LLL_glcm_Imc1,0.7123572561328
PET_wavelet-LLL_glszm_GrayLevelNonUniformity,0.01472756390636041
PET_wavelet-LLL_glszm_LargeAreaHighGrayLevelEmphasis,0.6897190732280544
PET_gradient_firstorder_Kurtosis,0.7914078793338695
PET_gradient_firstorder_Minimum,0.638247153596375
PET_gradient_firstorder_Skewness,0.7787301786028473
PET_gradient_glcm_Correlation,0.44079773867019945
PET_gradient_glcm_Imc1,0.47917924738011336
PET_gradient_glszm_LargeAreaEmphasis,0.557169246920383
PET_gradient_glszm_SizeZoneNonUniformityNormalized,0.14522683167607775
PET_gradient_glszm_SmallAreaEmphasis,0.4451641420081295
PET_gradient_glszm_SmallAreaLowGrayLevelEmphasis,0.5090225255730564
PET_gradient_glszm_ZoneVariance,0.34606684597943993
PET_gradient_gldm_DependenceNonUniformity,0.0016638465220217052
PET_gradient_gldm_DependenceNonUniformityNormalized,0.2553745385262948
PET_gradient_gldm_DependenceVariance,0.730496880555281
PET_lbp-3D-m1_firstorder_10Percentile,0.9543224804493822
PET_lbp-3D-m1_firstorder_90Percentile,0.24814180456018456
PET_lbp-3D-m1_firstorder_Kurtosis,0.4547126415517122
PET_lbp-3D-m1_firstorder_Maximum,0.17078143764837792
PET_lbp-3D-m1_firstorder_Mean,0.15845500750226515
PET_lbp-3D-m1_firstorder_Minimum,0.4199236549327172
PET_lbp-3D-m1_firstorder_Skewness,0.35270234407367934
PET_lbp-3D-m1_glcm_Autocorrelation,0.12636992810185324
PET_lbp-3D-m1_glcm_ClusterShade,0.29456877015364286
PET_lbp-3D-m1_glcm_Correlation,0.2960944677640781
PET_lbp-3D-m1_glcm_JointEntropy,0.036013755228649316
PET_lbp-3D-m1_glcm_Imc1,0.03249200250211787
PET_lbp-3D-m1_glcm_Imc2,0.0031440170564495298
PET_lbp-3D-m1_glrlm_LongRunEmphasis,0.5780775022113177
PET_lbp-3D-m1_glszm_LargeAreaEmphasis,0.39394160498359815
PET_lbp-3D-m1_glszm_ZoneEntropy,0.05619298210932147
PET_lbp-3D-m2_firstorder_10Percentile,0.8823377789246939
PET_lbp-3D-m2_firstorder_90Percentile,0.11200447957679993
PET_lbp-3D-m2_firstorder_Entropy,0.041656203990189725
PET_lbp-3D-m2_firstorder_InterquartileRange,0.19295217777445983
PET_lbp-3D-m2_firstorder_Kurtosis,0.8823377789246939
PET_lbp-3D-m2_firstorder_Maximum,0.3576896879017406
PET_lbp-3D-m2_firstorder_Mean,0.33321464710585785
PET_lbp-3D-m2_firstorder_Range,0.24282678845821784
PET_lbp-3D-m2_firstorder_Skewness,0.39370671722217165
PET_lbp-3D-m2_glcm_Autocorrelation,0.15171690266038612
PET_lbp-3D-m2_glcm_ClusterShade,0.2679366725806041
PET_lbp-3D-m2_glcm_Correlation,0.48339405554285103
PET_lbp-3D-m2_glszm_LargeAreaEmphasis,0.7576708247994968
PET_lbp-3D-m2_glszm_LargeAreaHighGrayLevelEmphasis,0.343638808992406
PET_lbp-3D-k_firstorder_90Percentile,0.15876999723791196
PET_lbp-3D-k_firstorder_Kurtosis,0.9802622952782946
PET_lbp-3D-k_firstorder_Maximum,0.09471318573244276
PET_lbp-3D-k_firstorder_Minimum,0.08910482320255174
PET_lbp-3D-k_glcm_Autocorrelation,0.15637677792758833
PET_lbp-3D-k_glcm_Correlation,0.8552791728341487
PET_lbp-3D-k_glrlm_LongRunEmphasis,0.8974435480779583
PET_lbp-3D-k_glrlm_LongRunHighGrayLevelEmphasis,0.10612787657386177
PET_lbp-3D-k_glrlm_LongRunLowGrayLevelEmphasis,0.5737934094909914
PET_lbp-3D-k_glrlm_LowGrayLevelRunEmphasis,0.4252566317677464
PET_lbp-3D-k_glrlm_RunEntropy,0.05619298210932147
PET_lbp-3D-k_glszm_GrayLevelVariance,0.12271607804190451
PET_lbp-3D-k_glszm_LargeAreaEmphasis,0.11997144381059513
PET_lbp-3D-k_glszm_LargeAreaLowGrayLevelEmphasis,0.34606684597943993
PET_lbp-3D-k_glszm_LowGrayLevelZoneEmphasis,0.2714106058817404
PET_lbp-3D-k_glszm_SizeZoneNonUniformityNormalized,0.7123572561328
PET_lbp-3D-k_glszm_ZoneEntropy,0.06273711454347723
PET_lbp-3D-k_gldm_DependenceEntropy,0.08687939328164096
PET_lbp-3D-k_gldm_LargeDependenceHighGrayLevelEmphasis,0.7123572561328
PET_logarithm_firstorder_Kurtosis,0.18240388792730064
PET_logarithm_firstorder_Skewness,0.6685124051870754
PET_logarithm_glszm_SmallAreaLowGrayLevelEmphasis,0.7406308751481632
