Variable,P-value
DD_original_shape_Elongation,0.3899846552215151
DD_original_shape_Flatness,0.6721724328502776
DD_original_shape_LeastAxisLength,0.005104813248077152
DD_original_shape_MajorAxisLength,0.03282920769226046
DD_original_shape_Maximum2DDiameterColumn,0.07810941338263028
DD_original_shape_Maximum2DDiameterRow,0.00212191867990746
DD_original_shape_Maximum2DDiameterSlice,0.015447443658323913
DD_original_shape_MeshVolume,0.00014996713679709295
DD_original_shape_MinorAxisLength,0.005104813248077152
DD_original_shape_Sphericity,0.6914574233628421
DD_original_shape_SurfaceArea,0.00048624878466299343
DD_original_shape_SurfaceVolumeRatio,0.027697305564638137
DD_original_firstorder_10Percentile,0.11099459240343056
DD_original_firstorder_Entropy,0.9446826549905424
DD_original_firstorder_Kurtosis,0.35375287966671287
DD_original_firstorder_Range,0.23255085016966923
DD_original_glcm_ClusterTendency,0.9145462439147624
DD_original_glcm_Contrast,0.7701807101126605
DD_original_glcm_Correlation,0.41582774122607863
DD_original_glcm_Imc1,0.2347368179848551
DD_original_glrlm_LongRunEmphasis,0.06043332672315453
DD_original_glrlm_LowGrayLevelRunEmphasis,0.2701050309653867
DD_original_glrlm_RunLengthNonUniformity,0.019202199420633417
DD_original_glrlm_RunLengthNonUniformityNormalized,0.024291603675785183
DD_original_glszm_GrayLevelNonUniformity,0.20163494589123587
DD_original_glszm_GrayLevelNonUniformityNormalized,0.40082534533441716
DD_original_glszm_LowGrayLevelZoneEmphasis,0.21395595050736557
DD_original_glszm_SizeZoneNonUniformity,0.13512469003980956
DD_original_glszm_SizeZoneNonUniformityNormalized,0.6347065619305791
DD_original_glszm_SmallAreaEmphasis,0.8413505339000068
DD_original_glszm_SmallAreaLowGrayLevelEmphasis,0.22312692840791462
DD_original_glszm_ZoneEntropy,0.05410277649546287
DD_original_gldm_DependenceNonUniformity,0.007098919769928295
DD_original_gldm_GrayLevelNonUniformity,0.00014996713679709295
DD_original_gldm_LargeDependenceLowGrayLevelEmphasis,0.4692240824940963
DD_log-sigma-2-0-mm-3D_firstorder_10Percentile,0.7701807101126605
DD_log-sigma-2-0-mm-3D_firstorder_Entropy,0.9867222556359487
DD_log-sigma-2-0-mm-3D_firstorder_Kurtosis,0.11343856357152882
DD_log-sigma-2-0-mm-3D_firstorder_Minimum,0.05410277649546287
DD_log-sigma-2-0-mm-3D_firstorder_Skewness,0.39088289197422676
DD_log-sigma-2-0-mm-3D_glcm_ClusterShade,0.5534083041722535
DD_log-sigma-2-0-mm-3D_glcm_ClusterTendency,0.734783734917984
DD_log-sigma-2-0-mm-3D_glcm_Contrast,0.6112939867062089
DD_log-sigma-2-0-mm-3D_glcm_Correlation,0.6112473631737756
DD_log-sigma-2-0-mm-3D_glcm_DifferenceAverage,0.7793704382637696
DD_log-sigma-2-0-mm-3D_glcm_Imc1,0.8038627702467844
DD_log-sigma-2-0-mm-3D_glcm_Imc2,0.6710826109086133
DD_log-sigma-2-0-mm-3D_glrlm_LongRunEmphasis,0.018528376447103218
DD_log-sigma-2-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis,0.9446405001078735
